id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD,
11343,\N,\N,\N,约标1：工艺厂借款周转　[1821],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-11-07 16:33,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11344,\N,\N,\N,标2：经营门店健身俱乐部　[1815],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-11-08 16:57,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11345,\N,\N,\N,约标5：经营塑胶制品　[1813],100000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-11-07 10:54,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11346,\N,\N,\N,标1：经营门店健身俱乐部　[1814],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-11-07 14:36,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11347,\N,\N,\N,约标4：经营塑胶制品　[1811],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-11-06 15:52,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11348,\N,\N,\N,标1：公司借款周转　[1810],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-11-08 22:13,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11349,\N,\N,\N,约标2：经营塑胶制品　[1803],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-11-06 12:45,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11350,\N,\N,\N,标7：运动建材工厂借款周转　[1807],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-11-07 10:03,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11351,\N,\N,\N,约标3：经营塑胶制品　[1809],100000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-11-06 09:32,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11352,\N,\N,\N,标6：运动建材工厂借款周转　[1806],70000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-11-05 20:13,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11353,\N,\N,\N,约标1：公司借款周转　[1801],360000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-11-05 17:03,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11354,\N,\N,\N,标9：实业公司借款周转　　[1797],20000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-11-06 12:55,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11355,\N,\N,\N,约标5：运动建材工厂借款周转　[1804],60000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-11-05 14:12,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11356,\N,\N,\N,约标4：运动建材工厂借款周转　[1800],40000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-11-05 11:54,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11357,\N,\N,\N,约标1：经营塑胶制品　[1802],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-11-05 10:59,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11358,\N,\N,\N,约标3：运动建材工厂借款周转　[1799],60000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-11-05 10:04,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11359,\N,\N,\N,标2：运动建材工厂借款周转　[1798],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-11-05 22:24,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11360,\N,\N,\N,标8：实业公司借款周转　[1796],40000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-11-04 22:18,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11361,\N,\N,\N,约 标7：实业公司借款周转　[1794],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-11-04 13:26,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11362,\N,\N,\N,约 标6：实业公司借款周转　[1793],40000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-11-03 15:35,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11363,\N,\N,\N,约 标5：实业公司借款周转　　[1792],40000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-11-03 14:58,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11364,\N,\N,\N,标1：运动建材工厂借款周转　[1791],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-11-04 16:46,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11365,\N,\N,\N,约 标3：实业公司借款周转　[1788],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-11-03 12:31,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11366,\N,\N,\N,标4：实业公司借款周转　[1789],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-11-05 14:44,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11367,\N,\N,\N,约 标2：实业公司借款周转　[1787],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-11-03 11:56,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11368,\N,\N,\N,约 标7：室内装饰公司借款　[1785],60000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-11-03 10:39,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11369,\N,\N,\N,约 标1：实业公司借款周转　[1786],40000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-11-03 10:26,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11370,\N,\N,\N,标2：电子厂借款周转　[1784],30000,\N,\N,2                                  个月,19.00                                 （月利率1.5833%）,\N,生意周转,\N,2014-11-04 15:00,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.6,\N
11371,\N,\N,\N,标8：经营电子产品借款周转　[1782],20000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-11-03 09:53,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11372,\N,\N,\N,标8：机电设备工厂借款周转　[1783],10000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-11-03 10:57,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11373,\N,\N,\N,标6：室内装饰公司借款　[1775],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-11-04 19:53,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11374,\N,\N,\N,约标5：室内装饰公司借款　[1781],40000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-11-02 18:30,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11375,\N,\N,\N,标4：经营电子产品　[1780],50000,\N,\N,5                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-11-02 21:58,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.6,\N
11376,\N,\N,\N,标2：室内装饰公司借款　[1774],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-11-02 21:58,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11377,\N,\N,\N,标6：经营电子产品借款周转　[1777],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-11-01 18:45,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11378,\N,\N,\N,约标7：机电设备工厂借款周转　[1779],100000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-31 19:56,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11379,\N,\N,\N,约 标6：机电设备工厂借款周转　[1776],40000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-31 17:20,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11380,\N,\N,\N,标5：经营电子产品借款周转　[1773],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-11-01 18:55,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11381,\N,\N,\N,标5：机电设备工厂借款周转　[1772],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-31 11:35,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11382,\N,\N,\N,约：标4：经营电子产品借款周转　[1770],40000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-10-31 11:10,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11383,\N,\N,\N,标3：室内装饰公司借款　[1763],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-10-31 23:19,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11384,\N,\N,\N,约 标4：室内装饰公司借款　　[1771],40000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-10-31 10:26,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11385,\N,\N,\N,标3：经营电子产品借款周转　[1769],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-10-31 12:47,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11386,\N,\N,\N,霖基旺佳橱柜乔迁庆典圆满成功！秒标欢乐送　[1768],200000,\N,\N,1                                  个月,6.80                                 （月利率0.5667%）,\N,生意周转,\N,2014-10-31 10:01,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
11387,\N,\N,\N,约：标1：电子厂借款周转　[1765],50000,\N,\N,2                                  个月,19.00                                 （月利率1.5833%）,\N,生意周转,\N,2014-10-30 15:24,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.6,\N
11388,\N,\N,\N,标4：机电设备工厂借款周转　[1766],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-11-01 01:12,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11389,\N,\N,\N,约：标3：机电设备工厂借款周转　[1761],40000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-30 11:02,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11390,\N,\N,\N,测试标　[1760],10000,\N,\N,1                                  个月,6.80                                 （月利率0.5667%）,\N,生意周转,\N,2014-10-30 10:15,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
11391,\N,\N,\N,霖基旺佳橱柜乔迁庆典圆满成功！秒标欢乐送　[1759],200000,\N,\N,1                                  个月,6.80                                 （月利率0.5667%）,\N,生意周转,\N,2014-10-30 10:02,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
11392,\N,\N,\N,泓霖基旺佳橱柜乔迁庆典圆满成功！秒标欢乐送（测试标）　[1758],10000,\N,\N,1                                  个月,6.80                                 （月利率0.5667%）,\N,生意周转,\N,2014-10-30 09:25,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
11393,\N,\N,\N,约：标1：机电设备工厂借款周转　[1754],40000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-29 10:13,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11394,\N,\N,\N,标1：经营电子产品借款周转　[1755],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-10-31 07:30,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11395,\N,\N,\N,标1：室内装饰公司借款　[1752],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-10-31 10:18,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11396,\N,\N,\N,标2：机电设备工厂借款周转　[1756],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-30 11:16,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11397,\N,\N,\N,约标2：经营电子产品　[1748],40000,\N,\N,5                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-28 15:45,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.6,\N
11398,\N,\N,\N,标7：机电设备工厂借款周转　[1750],30000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-10-29 09:05,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11399,\N,\N,\N,约：标7：科技研发公司借款周转　[1743],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-10-28 11:41,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11400,\N,\N,\N,标6：机电设备工厂借款周转　　[1746],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-10-28 11:47,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11401,\N,\N,\N,标1：经营电子产品　[1747],50000,\N,\N,5                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-30 11:02,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.6,\N
11402,\N,\N,\N,约：标9：公司生产借款周转　[1745],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-27 15:39,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11403,\N,\N,\N,约：标6：科技研发公司借款周转　　[1742],40000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-10-27 14:24,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11404,\N,\N,\N,约：标5：机电设备工厂借款周转　[1741],40000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-10-27 14:01,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11405,\N,\N,\N,约：标8：公司生产借款周转　[1740],40000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-27 13:17,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11406,\N,\N,\N,约：标7：公司生产借款周转　[1739],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-27 11:34,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11407,\N,\N,\N,约：标6：公司生产借款周转　[1738],40000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-27 11:29,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11408,\N,\N,\N,约：标5：公司生产借款周转　[1737],60000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-27 11:16,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11409,\N,\N,\N,标5：科技研发公司借款周转　[1733],19600,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-10-27 11:05,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11410,\N,\N,\N,标4：机电设备工厂借款周转　[1734],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-10-27 19:10,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11411,\N,\N,\N,标3：公司生产借款周转　[1735],30000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-27 15:58,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11412,\N,\N,\N,约：标4：公司生产借款周转　[1736],80000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-27 10:59,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11413,\N,\N,\N,标8：模具公司借款周转　[1728],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-25 13:24,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11414,\N,\N,\N,约 标6：模具公司借款周转　[1725],40000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-25 08:46,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11415,\N,\N,\N,约标4：经营设计跟销售　[1729],100000,\N,\N,4                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-10-24 16:17,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.1,\N
11416,\N,\N,\N,约：标2：公司生产借款周转　[1731],70000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-24 14:54,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11417,\N,\N,\N,约：标1：公司生产借款周转　[1730],180000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-24 12:51,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11418,\N,\N,\N,标7：模具公司借款周转　[1727],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-24 19:26,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11419,\N,\N,\N,约 标5：模具公司借款周转　[1724],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-23 13:52,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11420,\N,\N,\N,约 标4：模具公司借款周转　[1723],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-23 13:45,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11421,\N,\N,\N,标3：机电设备工厂借款周转　[1721],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-10-25 09:21,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11422,\N,\N,\N,标3：经营设计跟销售　　[1720],30000,\N,\N,4                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-10-24 21:26,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.1,\N
11423,\N,\N,\N,标4：科技研发公司借款周转　[1718],30000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-10-24 21:01,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11424,\N,\N,\N,约标3：科技研发公司借款周转　[1717],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-10-22 22:41,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11425,\N,\N,\N,标2：机电设备工厂借款周转　[1716],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-10-23 09:35,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11426,\N,\N,\N,标3：模具公司借款周转　[1715],30000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-23 16:59,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11427,\N,\N,\N,约标3：经营设计跟销售　[1712],40000,\N,\N,4                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-10-22 10:56,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.1,\N
11428,\N,\N,\N,标2：模具公司借款周转　[1710],30000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-22 11:01,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11429,\N,\N,\N,约：标1：机电设备工厂借款周转　[1714],80000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-10-21 11:16,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11430,\N,\N,\N,约标2：科技研发公司借款周转　[1713],110400,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-10-20 21:30,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11431,\N,\N,\N,标2：经营设计跟销售　[1709],50000,\N,\N,4                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-10-23 10:02,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.1,\N
11432,\N,\N,\N,标1：模具公司借款周转　[1708],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-21 10:56,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11433,\N,\N,\N,约标1：经营设计跟销售　[1707],40000,\N,\N,4                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-10-20 11:47,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.1,\N
11434,\N,\N,\N,标1：科技研发公司借款周转　[1706],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-10-22 11:13,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11435,\N,\N,\N,标5：经营智能卡及销售资金周转　[1705],40000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-10-22 11:46,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11436,\N,\N,\N,标4：经营智能卡及销售资金周转　[1703],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-10-19 12:06,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11437,\N,\N,\N,约 标6：订单增多借款　[1704],70000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-18 11:42,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11438,\N,\N,\N,约 标5：订单增多借款　[1700],60000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-18 11:17,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11439,\N,\N,\N,标8：电子产品借款　[1697],10000,\N,\N,4                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-10-18 11:44,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.1,\N
11440,\N,\N,\N,约 标4：订单增多借款　[1699],60000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-18 10:00,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11441,\N,\N,\N,标：3经营智能卡及销售资金周转　　[1702],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-10-18 16:01,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11442,\N,\N,\N,约 标1：订单增多借款　[1696],70000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-17 14:51,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11443,\N,\N,\N,约 标2：订单增多借款　[1690],100000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-17 14:37,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11444,\N,\N,\N,约标2：经营智能卡及销售资金周转　[1698],110000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-10-17 11:31,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11445,\N,\N,\N,约 标4：电子产品借款　[1682],50000,\N,\N,4                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-10-17 10:50,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.1,\N
11446,\N,\N,\N,约 标3：订单增多借款　[1692],50000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-10-17 10:25,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11447,\N,\N,\N,约 标7：电子产品借款　[1695],40000,\N,\N,4                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-10-17 10:04,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.1,\N
11448,\N,\N,\N,标6：电子产品借款　[1693],50000,\N,\N,4                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-10-18 11:01,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.1,\N
11449,\N,\N,\N,标1：经营智能卡及销售资金周转　[1694],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-10-17 17:07,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1,\N
11450,\N,\N,\N,约标8：工厂借款周转　[1691],40000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-16 13:20,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
11451,\N,\N,\N,约：标6：工厂借款周转　[1686],100000,\N,\N,6                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-10-16 13:01,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,\N
